rowId,0,1,2,3,4,5,6,label
2442,3.982262681,4.029547505,3.94442452,4.092863359,3.98988995,4.003096925,3.422679,1
2464,3.340366624,3.383652591,3.331747797,3.536706707,3.737987327,3.348050041,3.780391261,1
2467,3.802739593,3.714240785,3.55499248,4.23620601,3.424589311,3.79994235,4.114821535,1
2489,3.883553845,3.97774567,3.81889158,4.047963007,3.887330823,3.861282651,3.223907008,1
2508,3.424644343,3.32581018,3.335418054,3.739102488,3.572461133,3.404888301,4.164298652,1
2537,3.359992942,3.464726269,3.427226079,3.516864322,3.866773187,3.349175551,4.057541056,1
2553,3.565492039,3.411322987,3.412372775,4.033771615,3.417835069,3.520815843,3.538833506,1
2557,3.826983868,3.8769231,3.653621569,4.165826929,3.602928238,3.870286732,3.310286499,1
2560,3.355952229,3.398063898,3.43345511,3.610119001,3.797887927,3.372811263,3.670370174,1
2572,3.559719593,3.705870052,3.799068518,3.527382038,4.26516758,3.581593389,3.550382668,1
2574,3.740974415,3.493408286,3.464698207,4.282769436,3.270784979,3.708213276,3.242263277,1
2606,3.381928239,3.422503967,3.545390521,3.365464614,4.120299234,3.353114836,3.269669965,1
2608,3.410213227,3.476581091,3.373280207,3.691697538,3.65865432,3.408827587,3.484473114,1
2639,3.982839925,3.892233721,3.814025888,4.28072954,3.697899936,3.95019795,3.614427039,1
2660,3.665932609,3.620385537,3.494867424,4.060354178,3.498118651,3.683452054,4.06389132,1
2661,3.714421161,3.55276727,3.516095799,4.129917034,3.46583629,3.675010728,3.958286634,1
2679,3.566646529,3.524253285,3.472754058,3.884038975,3.618544024,3.572026553,3.7077155,1
2681,3.570109997,3.443236189,3.622742262,3.620772532,4.004927374,3.512374517,3.210546682,1
2683,3.735201968,3.76542536,3.776459314,3.774453143,4.053246409,3.699209195,3.423368122,1
2692,3.835065294,3.966592982,3.904335028,3.898134498,4.095355205,3.89786173,3.372363824,1
2700,3.708071469,3.903132647,3.880572364,3.707481434,4.21425164,3.74648062,3.949196858,1
2706,4.165826481,3.931562616,4.168399407,4.054338348,4.251057826,4.107206611,3.229817407,1
2722,3.771568381,3.597658365,3.594820499,4.110245085,3.578253348,3.742541335,3.731174977,1
2735,3.674014035,3.578021779,3.610795781,3.867561354,3.794973209,3.654751546,3.188788789,1
2736,3.451774842,3.577629133,3.626812164,3.351088139,4.218904309,3.445406665,3.830437116,1
2737,3.425221588,3.479586805,3.492874449,3.59211279,3.881452714,3.430775034,3.945995103,1
2773,3.471978405,3.189450577,3.268253309,3.902840107,3.346776654,3.418394423,3.917562834,1
2777,3.603012942,3.449023002,3.498298944,3.849338104,3.677932115,3.570901043,3.34993533,1
2783,3.313813369,3.295864495,3.295194764,3.529267477,3.700184754,3.317098513,3.45210984,1
2790,3.560296837,3.480879622,3.428658502,3.939730004,3.51800344,3.573152063,3.262619775,1
2811,3.787153987,3.771408496,3.83274796,3.849685632,4.056003652,3.761112251,4.084023255,1
2841,3.223185959,3.465175497,3.521584132,3.283754256,4.158302229,3.267013313,3.967269144,1
2850,3.755405531,3.661512202,3.491379061,4.260714058,3.323859757,3.783622454,3.621504238,1
2858,3.195478215,3.2305781,3.347909346,3.247331723,3.994359375,3.204547502,3.655611539,1
2879,3.418294652,3.412025121,3.419002324,3.681113247,3.722365814,3.449345951,3.430053301,1
2882,3.541247764,3.320304564,3.309570594,4.01003452,3.306818106,3.512374517,3.252834704,1
2883,3.416562918,3.391124867,3.366354203,3.633010578,3.699291442,3.433588809,3.299957384,1
2890,3.248584723,3.373454941,3.443799516,3.236241452,4.110644589,3.315973003,3.280339397,1
2907,3.598972229,3.547963787,3.387492506,4.167631146,3.2707134,3.670508688,3.549284548,1
2918,3.305731944,3.435229812,3.544885937,3.247884306,4.211276796,3.310345452,3.853352549,1
2925,3.592045294,3.741940329,3.637088359,3.786387601,3.889964949,3.672196953,3.3568034,1
2978,3.476019118,3.390198119,3.276022327,3.949439484,3.316152075,3.49492911,3.623718227,1
2984,3.444847906,3.278446617,3.25916293,3.865979503,3.367165363,3.432463299,3.487232689,1
3008,3.728852277,3.605636451,3.551850418,4.115105151,3.522166504,3.695832665,3.201971626,1
3010,3.653233227,3.568582844,3.381123556,4.248533268,3.191804144,3.702022971,4.069625773,1
3015,3.575305199,3.508943521,3.400546973,4.082932846,3.360714617,3.549516351,3.196846811,1
3018,3.37096059,3.361375504,3.567777603,3.363448685,4.14616807,3.321600553,3.44429413,1
3033,3.772145626,3.633448303,3.617330885,4.048824504,3.655547769,3.727909703,3.469741488,1
3069,3.3969366,3.247995121,3.43349796,3.519414193,3.871955544,3.350301061,3.537864259,1
3079,3.873163441,3.711487976,3.904102412,3.884076258,4.105762867,3.813448472,3.532723238,1
3086,3.775031849,3.984656411,3.729144741,4.060444722,3.776273777,3.80219337,3.584415886,1
3091,3.725966054,3.49562785,3.647598919,3.815326963,3.878824314,3.653063281,4.273789586,1
3097,3.921651992,3.995162691,3.890328235,4.127190071,3.904604392,3.963704071,3.596022154,1
3122,3.474287384,3.63488086,3.645797459,3.407074767,4.196050402,3.445406665,3.220412009,1
3133,3.52219869,3.386040187,3.258434475,4.058296972,3.197172608,3.481985744,3.531655986,1
3140,3.628988951,3.80301221,3.778689278,3.622016176,4.172369035,3.673885218,3.807003105,1
3143,3.459856267,3.631537368,3.295492092,3.978832897,3.315768409,3.506746966,3.683269028,1
3195,3.770991137,3.706375005,3.487724545,4.249212346,3.329053566,3.75098266,3.502741409,1
3198,3.540670519,3.306089579,3.501832779,3.662081761,3.835172264,3.487050539,3.721833629,1
3199,3.451197598,3.344856939,3.189859169,3.961355301,3.191849955,3.434714319,3.864748144,1
3200,3.350757027,3.279795158,3.231716017,3.780881745,3.405921374,3.384629119,4.118225474,1
3211,3.519312467,3.348115558,3.523494905,3.621394354,3.892905436,3.472981663,3.625693761,1
3223,3.658428429,3.712134385,3.595113455,3.868163203,3.776356809,3.649123995,3.818158704,1
3235,3.699990044,3.617407257,3.780905249,3.717984503,4.101436601,3.64856124,3.64214935,1
3241,3.796389902,3.729860036,3.678999426,4.02638964,3.745875389,3.758298476,3.342716139,1
3246,3.469092182,3.42500387,3.401860465,3.879834019,3.535471704,3.4938036,3.883773471,1
3267,3.709225959,3.704746125,3.829541185,3.654129894,4.201355875,3.712715317,3.668450973,1
3293,3.692485864,3.398091332,3.547222589,3.954620448,3.649523638,3.635055119,3.755513412,1
3305,3.336325911,3.282829163,3.26411957,3.64009429,3.568255121,3.325539839,3.980111664,1
3308,3.260129617,3.369212992,3.318031337,3.478094311,3.770355583,3.302466881,4.246596657,1
3326,3.85815508,3.714746595,3.676661025,4.11141949,3.674473393,3.834270409,3.501190306,1
3327,3.72423432,3.650134899,3.4140623,4.282535088,3.205286861,3.732974499,3.848115838,1
3335,3.365188144,3.306370775,3.186777448,3.806305882,3.325328569,3.351426571,3.222398348,1
3377,3.758291754,3.569145237,3.595919739,4.00892536,3.662825974,3.704836746,3.554319847,1
3380,3.65727394,3.500600223,3.394303076,4.232705431,3.22292119,3.632804099,3.221120424,1
3428,3.526816647,3.385618393,3.402509341,3.965716045,3.463465577,3.48930156,3.201953105,1
3436,3.617444058,3.607435078,3.536119121,3.899382137,3.681728692,3.643496445,3.237298202,1
3437,3.688445151,3.648084224,3.743758433,3.760813002,4.028342465,3.647998485,3.487273589,1
3476,4.089052942,4.152872634,4.087477975,4.191557317,4.067066982,4.120712732,3.922187592,1
3482,4.035946434,4.005613247,3.892104335,4.271378241,3.794119981,3.994655599,4.054497497,1
3492,3.308618168,3.277941664,3.365829506,3.310786875,3.963442752,3.274329129,3.865643308,1
3501,3.257243393,3.440370216,3.202660033,3.776636844,3.372104349,3.290649025,3.222111278,1
3521,3.54702021,3.54995788,3.431788321,4.044005715,3.433522435,3.578779613,4.121002027,1
3576,3.619175792,3.409918721,3.733572311,3.544887596,4.18351826,3.536572984,3.76824095,1
3583,3.380196505,3.54127766,3.421181567,3.649492193,3.751066335,3.446532175,3.205928098,1
3596,3.909529854,3.84604981,3.724950661,4.179608212,3.675793319,3.854529591,3.259982127,1
3604,3.669973322,3.567880711,3.459680352,4.112968053,3.409852521,3.651375016,3.989098033,1
3614,3.55683337,3.668057731,3.729763009,3.450296066,4.251427176,3.530945434,3.248343449,1
3617,3.537784296,3.373651263,3.416270401,3.906264789,3.530947879,3.534884719,3.720578084,1
3630,3.725388809,3.671063444,3.493862628,4.188386956,3.388673575,3.735788274,3.527299006,1
3639,3.803894082,3.732191907,3.716420833,4.053388971,3.767329201,3.834833164,3.527074443,1
3645,3.461010757,3.392698023,3.34327627,3.962792016,3.391158815,3.448220441,3.775365994,1
3658,3.591468049,3.626452689,3.614710896,3.722314622,3.915667721,3.571463798,3.541318358,1
3685,3.811398263,3.912262952,3.705959244,4.066788106,3.744555463,3.8444,3.225563062,1
3688,3.614557835,3.613671119,3.579280715,3.769699599,3.837497166,3.574277573,3.686958493,1
3743,3.674014035,3.617154352,3.465459892,4.279034509,3.274985265,3.69189338,3.589149453,1
3754,3.454661065,3.396209546,3.32366571,3.787414207,3.51680663,3.471293398,4.047306087,1
3779,3.582232134,3.457394591,3.661736012,3.533088953,4.115930021,3.514625537,3.420798383,1
3783,3.639379355,3.658141276,3.560615486,3.871843538,3.733151415,3.619297977,3.20034181,1
3807,3.86681375,3.670192422,3.701794023,4.085208422,3.72493695,3.826954593,3.544328734,1
