rowId,0,1,2,3,4,5,6,label
717,5.477903584,5.433427473,5.194878608,5.258873068,4.388212763,5.434183031,5.00065369,0
718,5.089995175,4.932094005,5.143641923,4.502873168,4.827653712,5.050384083,5.483083938,0
758,5.135020258,5.089635058,5.109535728,4.70956578,4.669165217,5.094841733,4.625545918,0
778,4.840625484,4.908833589,4.812933123,4.621669158,4.467794866,4.913634605,4.528070249,0
780,5.531587337,5.650917337,5.71564499,4.688837932,5.152876663,5.515782514,4.646594625,0
803,5.620483014,5.606531195,5.740648563,4.898597046,5.050704065,5.579373835,5.641687749,0
804,5.489448477,5.53843541,5.674410783,4.662100912,5.138512086,5.465697314,4.950370925,0
808,4.702086766,4.687214084,4.718683507,4.500444466,4.463829361,4.71160554,5.760734561,0
838,4.949147479,4.960186195,5.11148935,4.365614254,4.887056119,4.978914191,5.701400606,0
856,5.260282348,5.631588524,5.675321133,4.380974725,5.298540973,5.465134559,4.722663521,0
864,5.22449318,5.087527801,5.027725809,5.097734586,4.344308753,5.191072847,5.112026784,0
871,4.935870852,4.96203969,5.134622377,4.34833106,4.916223339,4.911383585,5.684894086,0
878,5.345714557,5.244534753,5.417402707,4.662497706,4.946550147,5.31825549,5.770836798,0
879,5.80231508,5.748480431,5.699250825,5.155741137,4.869318715,5.82586055,5.142176842,0
887,5.792501921,5.729209916,5.757012121,5.10078511,4.94549077,5.765083004,4.562895997,0
892,5.181777075,5.216892648,5.333000784,4.5570649,4.944711985,5.205141724,5.721360453,0
893,5.02245755,5.069857875,4.953620194,4.891456078,4.41463992,5.077396326,5.53925395,0
924,5.053628762,4.929762133,4.975779907,4.737378673,4.536136123,5.059388164,5.215121152,0
936,4.676110757,4.768288619,4.720201631,4.449324562,4.499664929,4.682342277,4.712092866,0
950,5.192744724,5.249198496,5.27372049,4.662801294,4.833411568,5.248473863,5.588137635,0
951,5.145410662,5.266868422,5.359857412,4.425422358,5.044281951,5.174190196,5.372244855,0
959,5.066905389,5.082864916,5.202607398,4.558385773,4.840801437,5.059950919,4.927537292,0
964,5.023034795,5.232679931,5.232030671,4.46675156,4.920609731,5.106096834,5.480710981,0
969,5.259705104,5.241781945,5.431916707,4.466842104,5.073950228,5.192198357,4.4474746,0
1003,5.364763631,5.302630069,5.211570976,4.979375337,4.583464497,5.375656505,4.737852761,0
1015,5.234306339,5.247091238,5.467945918,4.464739626,5.101983629,5.196137643,5.572425187,0
1023,4.745380116,4.646789551,4.671579687,4.549073088,4.387396757,4.725674416,4.696567169,0
1031,5.330128952,5.33794163,5.149783504,5.148284598,4.420555251,5.420114155,4.843416548,0
1039,5.002253987,4.905827875,5.03157009,4.551591001,4.704302168,4.959780519,5.717245013,0
1051,5.361300163,5.411149529,5.358255336,4.841161719,4.791440205,5.312627939,4.782894184,0
1054,5.825404866,5.741513966,5.836415429,5.052430782,5.032293815,5.756641678,4.511422509,0
1055,5.127516078,5.336790268,5.268879283,4.578758104,4.881183735,5.250724883,4.351516851,0
1065,5.107312515,4.99178991,5.021422446,4.863328946,4.493735282,5.094278978,5.730180908,0
1081,4.887382301,4.930183928,4.891530146,4.579513079,4.565775767,4.947962663,5.446925476,0
1084,5.092881398,5.103765169,5.141446939,4.591910907,4.770161047,5.144364178,5.425750211,0
1109,5.126938833,5.115395378,5.346224029,4.428970872,5.03182139,5.11341265,4.806053472,0
1111,5.667817075,5.693897497,5.449903329,5.315948884,4.571716867,5.682358011,4.43541149,0
1112,5.370536078,5.418116852,5.475469202,4.679770247,4.980733659,5.363275894,4.436075918,0
1118,5.52581489,5.510118605,5.511015691,4.926033117,4.860780711,5.540543737,4.549897594,0
1131,5.24065603,5.359797779,5.479460399,4.478265256,5.102584897,5.307000389,5.761443747,0
1133,5.245273987,5.283836215,5.231897747,4.961663392,4.611993228,5.306437634,5.460196286,0
1139,5.499261636,5.42876373,5.299054621,5.188238334,4.524797928,5.511843229,5.027635175,0
1140,5.319161303,5.390923975,5.623473175,4.401613361,5.250671457,5.281113656,4.792369807,0
1173,4.920862491,5.025697205,4.85979121,4.689748695,4.46453084,5.027873881,4.901288144,0
1200,5.437496458,5.671115457,5.721837292,4.533688649,5.245151245,5.484830986,4.515612032,0
1239,5.370536078,5.347717486,5.336385081,4.868953307,4.756638245,5.386348851,4.520149589,0
1242,5.20717584,5.111462059,5.089386479,4.937534829,4.50495895,5.211894784,4.568811026,0
1252,5.812128239,5.665074882,5.749135541,5.044155355,4.972622269,5.758892698,5.541249549,0
1277,5.647613512,5.488965446,5.427369331,5.498788559,4.436852474,5.592317202,5.514395394,0
1281,5.674744011,5.41907189,5.474641929,5.201331219,4.663616373,5.610888119,5.438457685,0
1290,4.891423013,4.862622243,4.929985207,4.576240191,4.601511124,4.871990731,5.168615826,0
1293,5.203712372,4.991565296,5.071128764,4.993553414,4.452247796,5.143238668,5.848110308,0
1297,5.544863964,5.336087278,5.355201599,5.160185768,4.590233056,5.492146802,5.712467459,0
1300,5.293185294,5.27060456,5.165890835,5.003369415,4.528849328,5.334575386,5.312869229,0
1301,5.334746909,5.392749178,5.456287145,4.62494604,4.998734475,5.355397323,4.951091687,0
1323,5.180045341,5.174164535,5.373382358,4.484988125,5.019045878,5.110036119,4.93236269,0
1340,5.120589142,5.011538802,4.99067956,4.90508823,4.438896785,5.060513674,4.747307547,0
1343,5.02245755,5.017803135,4.919946,4.826328531,4.427644486,5.048133063,5.676112216,0
1376,5.260282348,5.772836484,5.657556634,4.435703062,5.255347031,5.296308043,4.856144085,0
1378,5.092304154,5.320524609,5.337056694,4.52489659,4.967265258,5.145489688,4.357633293,0
1379,5.350332515,5.470367915,5.632860009,4.390310046,5.263670297,5.328947836,4.976687983,0
1383,5.607206386,5.658080983,5.791703353,4.739742129,5.178155684,5.588377916,5.544031504,0
1393,5.248737455,5.110254116,5.11712285,4.912519471,4.545335522,5.207955499,5.661005548,0
1418,5.296071517,5.366090403,5.537303897,4.43806785,5.168269121,5.321069265,4.398656509,0
1440,5.609515365,5.533323296,5.463044371,5.246592414,4.625979865,5.649718217,5.531838749,0
1470,4.81407223,4.680696846,4.852169983,4.392082306,4.654270951,4.747059109,5.067611975,0
1492,4.950301968,4.856581668,5.036715621,4.392533693,4.809518327,4.891124403,5.18378886,0
1520,4.902967907,5.076122207,4.931344173,4.566219134,4.609227395,4.938395827,4.689314795,0
1552,5.432301256,5.542199839,5.446025816,4.867388765,4.845245093,5.442624357,4.584812087,0
1574,5.323202016,5.199222721,5.196992263,4.937480237,4.597809031,5.263668249,5.271751866,0
1598,5.252778168,5.290072256,5.329975904,4.808546016,4.788774584,5.245097333,5.611584764,0
1619,5.698988287,5.469441168,5.514413105,5.2353863,4.675060505,5.605823323,4.90958076,0
